"Time","GPS Speed","GPS Nsat","GPS LatAcc","GPS LonAcc","GPS Slope","GPS Heading","GPS Gyro","GPS Altitude","GPS PosAccuracy","GPS SpdAccuracy","GPS Radius","GPS Latitude","GPS Longitude","External Voltage","Rear Roll","Rear Heave","Front Heave","Front Roll","InlineAcc","VerticalAcc","RollRate","PitchRate","YawRate","GPS LateralAcc","GPS InlineAcc","GPS Yaw Rate","D4 Gate Driver B","D4 RTD3 Temperat","D3 RTD2 Temperat","D2 RTD1 Temperat","D1 Control Board","D4 Torque Shudde","D3 Motor Tempera","D2 RTD5 Temperat","D1 RTD4 Temperat","D4 Delta Resolve","D3 Electrical Ou","D2 Motor Speed","D1 Motor Angle E","D4 DC Bus Curren","D1 Phase A Curre","D3 Phase C Curre","D2 Phase B Curre","D4 VBC Vq Voltag","D3 VAB Vd Voltag","D2 Output Voltag","D1 DC Bus Voltag","D4 Iq","D3 Id","D2 Flux Feedback","D1 Flux Command","D4 Reference Vol","D3 Reference Vol","D2 Reference Vol","D1 Reference Vol","D7 Direction Com","D6 Inverter Enab","D3 Relay 1 Statu","D3 Relay 3 Statu","D3 Relay 4 Statu","D5 Inverter Comm","D3 Relay 2 Statu","D4 Inverter Run","D2 Inverter Stat","D1 VSM State","D6 Inverter E 01","D4 Inverter Disc","D3 Relay 5 Statu","D6 Start Mode Ac","D3 Relay 6 Statu","D7 BMS Active","D7 BMS Torque Li","D7 Max Speed Lim","D7 Low Speed Lim","D5 Rolling Count","D1 PWM Frequency","D4 Run Fault Hi","D2 Post Fault Hi","D3 Run Fault Lo","D1 Post Fault Lo","D3 Power On Time","D1 Commanded Tor","D2 Torque Feedba","D4 Iq Command","Fast Torque Comm","Fast Torque Feed","Fast Motor Speed","Fast DC Bus Volt","Speed Mode Enabl","Speed Command","Torque Command","Torque Limit Com","D3 Data Command","D1 Parameter  01","SEG1OV","SEG1UV","PEC ERROR","SEG1OT","SEG1UT","SEG2OV","SEG2UT","SEG2OT","SEG2UV","SEG3OV","SEG3UV","SEG3OT","SEG3UT","SEG4OV","SEG4UV","SEG4OT","SEG4UT","SEG5OV","SEG5UV","SEG5OT","SEG5UT","SEG6OV","SEG6UV","SEG6OT","SEG6UT","PACKOC","IMD Fault","D1 HV Input Curr","D2 14V Master Fa","D3 HV Input Curr","D4 DTC Status","D6 14V Monitor","D8 14V Current M","BrakeSensor1","BrakeSensor2","Temperature","APPS1","APPS2","Max Voltage","Min Voltage","Max Voltage Location","Avg Voltage","Min Voltage Location","Max Temperature","Min Temperature Location","Min Temperature","Avg Temperature","Max Temperature Location","Pack Voltage","Pack Current"
"s","km/h"," ","g","g","deg","deg","deg/s","m","mm","km/h","m","deg","deg","V","mm","mm","mm","mm","g","g","deg/s","deg/s","deg/s","g","g","deg/s","#","#","#","#","°C","#","°C","#","#","#","#","rpm","mm","#","#","#","#","#","#","mV","mV","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","Nm","Nm","#","Nm","#","rpm","#","#","km/h","Nm","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","bar","bar","°C","%","%","mV","mV","#","mV","#","°C","#","°C","°C","#","mV","A"

"18.400","0.0686","15","0.0000","0.0000","46.8910","-132.4127","0.0000","330.2782","22.8000","0.1670","10000.0000","40.86297084","-77.83394281","10.4960","12.9094","32.9375","34.9375","0.0591","0.1072","-1.0049","-0.1015","-0.1969","-0.6323","0.0000","0.0000","0.0000","34.8000","-1000.0000","206.3000","204.9000","33.6000","0.0000","38.1796","-1000.0000","-1000.0000","130.1125","-0.0969","-0.9375","16.5625","0.0000","-0.4844","-3.8813","-0.6906","0.8000","-0.7031","1.1000","392.7219","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","122.8810","0.0000","-0.2875","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9281","0.3654","6.5455","-1.2350","-1.7583","4.0712","4.0638","65.0000","4.0666","37.0000","29.8300","56.0000","25.4400","16.6300","26.0000","70.6100","0.3000"
"18.450","0.0638","15","0.0000","0.0000","45.7766","-90.4851","0.0000","330.2679","22.8000","0.1770","10000.0000","40.86297080","-77.83394280","10.4960","12.9062","32.9313","34.9500","0.0616","0.1089","-1.0049","-0.0936","-0.1957","-0.6092","0.0000","0.0000","0.0000","34.8277","-1000.0000","206.3000","204.9000","33.6000","0.0000","38.3436","-1000.0000","-1000.0000","130.3208","-0.0448","0.1042","15.9375","0.0000","-0.2240","-3.5687","-0.5344","0.8000","-0.7552","1.1000","393.0865","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","122.9310","0.0000","-0.1313","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9214","0.3654","4.4476","-1.8288","-2.2062","4.0712","4.0638","65.0000","4.0666","37.0000","29.8300","56.0000","25.4400","16.6300","26.0000","70.6100","0.3000"
"18.500","0.0925","15","0.0000","0.0000","35.9279","-20.1886","0.0000","330.2649","22.8000","0.1835","10000.0000","40.86297079","-77.83394279","10.4960","12.9125","32.9688","34.9437","0.0509","0.1091","-1.0039","-0.1102","-0.1910","-0.5887","0.0000","0.0000","0.0000","34.8772","-1000.0000","206.3000","204.9000","33.6000","0.0000","38.5911","-1000.0000","-1000.0000","130.5437","0.0000","0.9271","15.3854","0.0000","0.0219","-3.2781","-0.3417","0.7854","-0.7927","1.0854","393.4146","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","122.9810","0.0000","0.0250","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.8923","0.3654","2.3497","-1.8059","-2.1586","4.0712","4.0638","65.0000","4.0666","37.0000","29.8300","56.0000","25.4400","16.6300","26.0000","70.6100","0.3000"
"18.550","0.1355","15","0.0000","0.0000","22.3360","62.2661","0.0000","330.2649","22.8000","0.1885","10000.0000","40.86297079","-77.83394279","10.4960","12.8891","32.9125","34.9625","0.0646","0.1093","-1.0044","-0.0734","-0.1957","-0.6179","0.0000","0.0000","0.0000","34.8738","-1000.0000","206.3000","204.9000","33.6000","0.0000","38.5385","-1000.0000","-1000.0000","130.8562","0.0000","0.4062","15.2812","0.0000","0.1781","-3.1219","0.0750","0.6813","-0.7406","0.9813","393.5187","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","123.0310","0.0000","0.1813","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9153","0.3913","0.2517","-1.6989","-2.0433","4.0712","4.0638","65.0000","4.0666","37.0000","29.8300","56.0000","25.4400","16.6300","26.0000","70.6100","0.3000"
"18.600","0.1273","15","0.0000","0.0000","20.9770","28.6466","0.0000","330.2649","22.8000","0.1900","10000.0000","40.86297079","-77.83394279","10.4960","12.9000","32.9125","34.9375","0.0463","0.1071","-1.0059","-0.0732","-0.1953","-0.6410","0.0000","0.0000","0.0000","34.8252","-1000.0000","206.3000","204.9000","33.6000","0.0000","38.2500","-1000.0000","-1000.0000","131.1000","0.0000","0.0000","15.2917","0.0000","0.2427","-3.0000","0.3427","0.6000","-0.6885","0.8885","393.6115","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","123.0810","0.0000","0.2500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9440","0.4200","1.8425","-1.5920","-1.9280","4.0712","4.0638","65.0000","4.0666","37.0000","29.8300","56.0000","25.4400","16.6300","26.0000","70.6100","0.3000"
"18.650","0.0972","15","0.0000","0.0000","24.8607","-54.7190","0.0000","330.2649","22.8000","0.1900","10000.0000","40.86297079","-77.83394279","10.4960","12.9141","32.9125","34.9625","0.0383","0.1044","-1.0034","-0.1266","-0.1837","-0.6359","0.0000","0.0000","0.0000","34.8238","-1000.0000","206.3000","204.9000","33.5760","0.0000","38.1960","-1000.0000","-1000.0000","131.1000","0.0000","0.0000","15.7083","0.0000","-0.0177","-3.0000","0.0823","0.6000","-0.6365","0.8365","393.6635","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","123.1310","0.0000","0.0417","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9690","0.3927","3.9362","-1.4851","-1.8127","4.0712","4.0638","65.0000","4.0666","37.0000","29.8300","56.0000","25.4400","16.6300","26.0000","70.6100","0.3000"
"18.700","0.1122","15","0.0000","0.0000","18.8266","9.5789","0.0000","330.2554","22.8000","0.1970","10000.0000","40.86297074","-77.83394278","10.4960","12.9047","32.9500","34.9313","0.0511","0.1049","-1.0039","-0.1128","-0.1683","-0.6217","0.0000","0.0000","0.0000","34.8733","-1000.0000","206.3000","204.9000","33.5260","0.0000","38.3960","-1000.0000","-1000.0000","131.1469","0.0000","0.0000","15.8594","0.0000","0.0656","-2.8594","0.0719","0.6000","-0.6000","0.8156","393.7000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","123.1810","0.0000","0.0833","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9897","0.3643","6.0299","-1.3781","-1.6974","4.0712","4.0638","65.0000","4.0666","37.0000","29.8300","56.0000","25.4400","16.6300","26.0000","70.6100","0.3000"
"18.750","0.1466","15","0.0000","0.0000","8.5420","137.1610","0.0000","330.2419","22.8000","0.2070","10000.0000","40.86297066","-77.83394277","10.4960","12.9078","32.9437","34.9375","0.0460","0.1088","-1.0059","-0.0768","-0.1572","-0.6175","0.0000","0.0000","0.0000","34.8770","-1000.0000","206.3000","204.9000","33.5238","0.0000","38.4040","-1000.0000","-1000.0000","131.3031","0.0000","0.0000","15.3906","0.0000","0.9510","-2.3906","0.6448","0.6000","-0.6000","0.8677","393.7000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","123.2310","0.0000","0.6562","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9107","0.3355","8.1236","-1.2712","-1.5822","4.0712","4.0638","65.0000","4.0666","37.0000","29.8300","56.0000","25.4400","16.6300","26.0000","70.6100","0.3000"
"18.800","0.1398","15","0.0000","0.0000","1.8707","164.5396","0.0000","330.2356","22.8000","0.2065","10000.0000","40.86297062","-77.83394277","10.4960","12.9266","32.9375","34.9125","0.0313","0.1105","-1.0039","-0.1031","-0.1638","-0.6136","0.0000","0.0000","0.0000","34.8270","-1000.0000","206.3000","204.9000","33.5733","0.0000","38.2040","-1000.0000","-1000.0000","131.4000","0.0000","0.2043","15.3247","0.0000","1.4387","-2.2226","0.8774","0.6000","-0.6000","0.9000","393.4957","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","123.2810","0.0000","0.8495","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.8442","0.3072","10.2173","-1.1642","-1.4669","4.0712","4.0638","65.0000","4.0666","37.0000","29.8300","56.0000","25.4400","16.6300","26.0000","70.6082","0.3000"
"18.850","0.1153","15","0.0000","0.0000","-3.2520","148.9739","0.0000","330.2323","22.8000","0.2015","10000.0000","40.86297058","-77.83394277","10.4960","12.9094","32.9625","34.9375","0.0699","0.1080","-1.0039","-0.1319","-0.1612","-0.6443","0.0000","0.0000","0.0000","34.8000","-1000.0000","206.3000","204.9000","33.6000","0.0000","38.1238","-1000.0000","-1000.0000","131.4000","0.0000","0.7419","15.9161","0.0000","1.2774","-2.5452","0.5548","0.6000","-0.6000","0.9000","392.9581","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","123.3310","0.0000","0.4731","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.8693","0.2821","12.3111","-1.1198","-1.3756","4.0712","4.0638","65.0000","4.0666","37.0000","29.8300","56.0000","25.4400","16.6300","26.0000","70.6057","0.3000"
"18.900","0.1279","15","0.0000","0.0000","1.2049","91.3004","0.0000","330.2282","22.8000","0.2035","10000.0000","40.86297060","-77.83394280","10.4960","12.9062","32.9875","34.9437","0.0457","0.1057","-1.0049","-0.1251","-0.1565","-0.6581","0.0000","0.0000","0.0000","34.8000","-1000.0000","206.3000","204.9000","33.6000","0.0000","38.1733","-1000.0000","-1000.0000","131.3458","0.0000","0.7292","16.2542","0.0000","0.9563","-2.6188","0.4812","0.6000","-0.6000","0.9000","392.9709","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","123.3810","0.0000","0.3844","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.8843","0.2671","14.4048","-1.1048","-1.2956","4.0712","4.0638","65.0000","4.0666","37.0000","29.8300","56.0000","25.4400","16.6300","26.0000","70.6032","0.3000"
"18.950","0.1564","15","0.0000","0.0000","9.7673","15.5809","0.0000","330.2237","22.8000","0.2085","10000.0000","40.86297063","-77.83394285","10.4960","12.9172","32.9375","34.9437","0.0446","0.1050","-1.0049","-0.1361","-0.1794","-0.6498","0.0000","0.0000","0.0000","34.8220","-1000.0000","206.3000","204.9000","33.6220","0.0000","38.2000","-1000.0000","-1000.0000","131.2417","0.0000","0.2083","16.3583","0.0000","0.4875","-2.4625","0.6375","0.6000","-0.6000","0.9000","393.4917","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","123.4310","0.0000","0.5406","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.8586","0.2928","16.4985","-1.2122","-1.4196","4.0712","4.0638","65.0000","4.0666","37.0000","29.8300","56.0000","25.4400","16.6300","26.0000","70.6007","0.3000"
"19.000","0.1663","15","0.0000","0.0000","8.2905","7.0808","0.0000","330.2198","22.8000","0.2135","10000.0000","40.86297066","-77.83394285","10.4960","12.9094","32.9375","34.9437","0.0315","0.1057","-1.0049","-0.1406","-0.1892","-0.6292","0.0000","0.0000","0.0000","34.8720","-1000.0000","206.3000","204.9000","33.6720","0.0000","38.2000","-1000.0000","-1000.0000","131.1032","0.0000","0.0000","16.1419","0.0000","0.3000","-3.1742","0.5065","0.6323","-0.6323","0.9323","393.5387","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","123.4810","0.0000","0.4667","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.8675","0.3378","18.5922","-1.3772","-1.6396","4.0712","4.0638","65.0000","4.0666","37.0000","29.8300","56.0000","25.4400","16.6300","26.0000","70.5982","0.3000"
"19.050","0.1683","15","0.0000","0.0000","2.5113","27.3891","0.0000","330.2161","22.8000","0.2185","10000.0000","40.86297069","-77.83394284","10.4960","12.9297","32.9437","34.9375","0.0313","0.1071","-1.0049","-0.1283","-0.1936","-0.6141","0.0000","0.0000","0.0000","34.8782","-1000.0000","206.3000","204.9000","33.6564","0.0000","38.2228","-1000.0000","-1000.0000","130.9419","0.0000","0.0000","15.7118","0.0000","0.3000","-4.4645","0.1839","0.6860","-0.6860","0.9860","393.2699","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","123.5310","0.0000","0.2516","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9500","0.4240","20.6859","-1.0050","-1.1717","4.0712","4.0638","65.0000","4.0666","37.0000","29.8300","56.0000","25.4400","16.6300","26.0000","70.5957","0.3000"
"19.100","0.1276","15","0.0000","0.0000","7.6743","5.1202","0.0000","330.2164","22.7650","0.2095","10000.0000","40.86297069","-77.83394292","10.4960","12.9203","32.9688","34.9375","0.0401","0.1085","-1.0039","-0.1060","-0.1932","-0.5892","0.0000","0.0000","0.0000","34.8287","-1000.0000","206.3000","204.9000","33.5574","0.0000","38.2723","-1000.0000","-1000.0000","130.9386","0.0000","0.0000","15.4844","0.0000","0.3000","-4.3375","0.1000","0.7000","-0.7000","1.0000","393.5083","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","123.5810","0.0000","0.0813","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9928","0.4826","22.7797","-0.3800","-0.3800","4.0712","4.0638","65.0000","4.0666","37.0000","29.8300","56.0000","25.4400","16.6300","26.0000","70.5932","0.3000"
"19.150","0.0686","15","0.0000","0.0000","17.5270","-35.3960","0.0000","330.2185","22.7150","0.1945","10000.0000","40.86297067","-77.83394305","10.4960","12.9344","32.9375","34.9313","0.0376","0.1087","-1.0039","-0.0843","-0.2042","-0.6067","0.0000","0.0000","0.0000","34.8204","-1000.0000","206.3000","204.9000","33.5204","0.0000","38.2786","-1000.0000","-1000.0000","130.9906","0.0000","0.0000","15.3281","0.0000","0.3000","-3.7125","0.1000","0.7000","-0.7000","1.0000","393.9250","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","123.6310","0.0000","-0.0750","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9928","0.5114","24.8734","-0.6420","-1.1180","4.0712","4.0638","65.0000","4.0666","37.0000","29.8300","56.0000","25.4400","16.6300","26.0000","70.5908","0.3000"
